n.evals.q.1.0.	nav.lives._.me.hebbian.neuron.best.quality.inconsistency	nav.lives._.me.hebbian.neuron.best.quality.inconsistency.min	nav.lives._.me.hebbian.neuron.best.quality.inconsistency.max	nav.lives._.me.freeForm.best.quality.inconsistency	nav.lives._.me.freeForm.best.quality.inconsistency.min	nav.lives._.me.freeForm.best.quality.inconsistency.max
2.680e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.690e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.700e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.710e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.720e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.730e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.740e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.750e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.760e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.770e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.780e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.790e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.800e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.810e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.820e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.830e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.840e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.850e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.860e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.870e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.880e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.890e+04	4.617e-01	4.608e-01	4.816e-01	4.729e-01	4.546e-01	4.792e-01
2.900e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
2.910e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
2.920e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
2.930e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
2.940e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
2.950e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
2.960e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
2.970e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
2.980e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
2.990e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.000e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.010e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.020e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.030e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.040e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.050e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.060e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.070e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.080e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.090e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.100e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.110e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.120e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.130e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.140e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.150e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.160e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.170e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.180e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.190e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.200e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.210e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.220e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.230e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.240e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.250e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.260e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.270e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.280e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.290e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.300e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.310e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.320e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.330e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.340e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.350e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.360e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.370e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.380e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.390e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.400e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.410e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.420e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.430e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.440e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.450e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.460e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.470e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.480e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.490e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.500e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.510e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.520e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.530e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.540e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.550e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.560e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.570e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.580e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.590e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.600e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.610e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.620e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.630e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.640e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.650e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.660e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.670e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.680e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.690e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.700e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.710e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.720e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.730e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.740e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.750e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.760e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.770e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.780e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.790e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.800e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.810e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.820e+04	4.617e-01	4.608e-01	4.798e-01	4.729e-01	4.546e-01	4.792e-01
3.830e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.840e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.850e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.860e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.870e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.880e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.890e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.900e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.910e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.920e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.930e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.940e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.950e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.960e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.970e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.980e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
3.990e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
4.000e+04	4.617e-01	4.608e-01	4.737e-01	4.729e-01	4.546e-01	4.792e-01
